dsid,n,m0,m1,w0
regular,50,2.028569109609161,6.256093282093881,0.3822788980397538
regular,50,4.974399878306538,0.4208581999550915,0.8518955296900461
regular,50,5.468946465194288,0.7944180471696031,0.7028691793083128
regular,50,1.5720879693270047,4.980069768124383,0.35800360452480284
regular,50,4.247026757064819,0.692467669632821,0.772960095130151
regular,50,5.499266531212334,1.4653947417355369,0.6729527857940555
regular,50,2.324235225707372,5.809372786901949,0.5306455640356565
regular,50,0.6921323550264155,5.703868062850958,0.3479569084475772
regular,50,4.826164012979421,0.9004240018145181,0.8710653248712652
regular,50,0.4936612273412583,4.772626960886816,0.1805639514309962
regular,50,6.455129746784421,2.651362200716774,0.45971205603533155
regular,50,1.4008164154923282,5.548554987433825,0.3154863704009456
regular,50,0.3789571375597609,5.097747536326693,0.19024950473775704
regular,50,5.800036822443479,1.1478517875546326,0.6603667286244927
regular,50,5.128276148863755,1.386036090930314,0.6610917180005468
regular,50,5.119762301765959,0.7406342470010645,0.8767420602878586
regular,50,5.240187558639364,0.6047705788782731,0.9309258347118827
regular,50,4.502754284845988,0.273314654286929,0.8527572588230394
regular,50,2.2803841511687417,5.719668980010271,0.5581593486855471
regular,50,4.014824701167293,0.007669745606657848,0.9364075749519795
regular,50,5.083991965917173,1.1856964557829424,0.6911491284364648
regular,50,4.452636821161897,0.8003767803228068,0.6953566261108085
regular,50,0.7472492929672823,5.293752791278566,0.35494370385461393
regular,50,5.164738611450572,0.7527799498059033,0.6997391151990661
regular,50,0.0042997630465679984,4.7289678215514375,0.03152979631728396
regular,50,5.5999994316247665,1.5077017692484056,0.5650366668119791
regular,50,1.1720699724654506,5.621427460975098,0.3104779655360576
regular,50,5.429228524963209,1.277618925548386,0.7569066886478291
regular,50,1.0544177109494541,4.869534863461006,0.21219135116940652
regular,50,0.5120681226453884,5.465906396121914,0.30398779955831956
regular,50,11.098947618166216,4.513841497212246,0.025232471540440757
regular,50,4.258042859396909,0.8553613800935533,0.7830996336606827
regular,50,5.834277093054401,1.8379315439713155,0.5259976721760159
regular,50,2.570523152300393,6.934764192587033,0.5808029779263875
regular,50,1.2688250142427437,4.95890620115327,0.2544405268056869
regular,50,4.7320071617510715,1.0971452511504696,0.749094412887785
regular,50,5.327901562343253,1.2028465747845616,0.8526318887441002
regular,50,0.004002906027030472,4.49376530282974,0.0698846119458751
regular,50,5.458233930027533,1.2154499183553802,0.7930052702160989
regular,50,5.258379602970378,1.482209467240352,0.7197214201351743
regular,50,0.04632656495745753,4.755791350277753,0.054314314245446874
regular,50,0.7702019028040351,4.967716962508318,0.24960409852159796
regular,50,5.0852887836789975,0.1442759894612908,0.9139267997490924
regular,50,0.21345169261704205,3.9783749041518157,0.12706099892985767
regular,50,4.9507718078305265,1.1680500103932943,0.7592284453888287
regular,50,5.010877431853137,0.7254230523945489,0.7267786964515391
regular,50,4.8656850489974515,0.8124670646777143,0.7568142022435832
regular,50,5.016772997844308,0.2686580337519066,0.7437355651566676
regular,50,5.380554124099362,0.9963548584930391,0.8538948425258737
regular,50,4.433328315067775,0.46704709725058857,0.8302368697299946
regular,50,0.3764359608190755,4.1589073082932915,0.18477530801654127
regular,50,0.6882102279066787,5.179339446674985,0.24032696324221864
regular,50,5.49629129381004,1.241152451330057,0.6342560486456418
regular,50,0.7181604167834656,4.989392933235628,0.259736019746621
regular,50,1.4527423960565327,5.103158058468097,0.2309759042374596
regular,50,4.660128365897679,0.9675568426033612,0.772481491394875
regular,50,0.7823025625082191,5.04813493276148,0.3676035054017794
regular,50,4.6067831745731205,1.020678398410463,0.7192543895355905
regular,50,1.634147367194696,5.172591793533156,0.4161692586075108
regular,50,3.5555030821945084,0.004900930442761467,0.967469438349345
regular,50,0.8942917979504214,4.524000251659721,0.43639875539893214
regular,50,4.552704530265773,1.1472733120186545,0.7202396791451982
regular,50,0.40221175924966845,4.402278789497298,0.0705685148180689
regular,50,5.637898123403115,0.42518967139980407,0.8776263569549989
regular,50,0.6246739046607509,4.646021282312978,0.2700640308639606
regular,50,1.0397797531902397,5.277375711732033,0.35335499806529386
regular,50,2.987449632451243,5.298395081953286,0.38010204098178113
regular,50,5.848071036894803,0.7939268878785045,0.6778740398190505
regular,50,5.132697477102917,0.0005633168770253216,0.8650274027379617
regular,50,1.620747036256224,4.773433268246981,0.15651201291141573
regular,50,0.5244112318915287,5.131868064407455,0.3020903103388205
regular,50,5.5486280080080785,1.8901576929838806,0.5985677396432929
regular,50,6.627797764204574,1.7830915602970154,0.49061972793847836
regular,50,5.733836949295795,1.147646698151035,0.5870566100429278
regular,50,4.743847694982059,0.4471579870562595,0.8827358433510697
regular,50,0.5625269256456826,4.31866879498139,0.23925315556313742
regular,50,0.5570366290540582,4.185851340955466,0.25513877518159167
regular,50,4.933843956188859,0.9847121285293146,0.7939182605937002
regular,50,5.745782758052573,1.6466418861812275,0.6424170810740124
regular,50,1.1879267280939871,4.862907293925449,0.23480594753300882
regular,50,1.1094053845376537,5.1075992829189065,0.21699780074952624
regular,50,4.741029861230971,0.6066421828392383,0.835276729177973
regular,50,4.660171070745959,0.44003987916441367,0.7914351400966513
regular,50,5.982152038622793,1.1810695685371755,0.6204705813790579
regular,50,5.4855307695795394,1.2504715992820485,0.5453355686068775
regular,50,0.9967262768523717,4.972402418537315,0.11882316408627405
regular,50,1.28633209869451,4.886497292508112,0.2684591513103084
regular,50,1.3477485629650552,5.199943670246798,0.39975744409618996
regular,50,5.0582728822954826,0.7404557244390055,0.7224817914961572
regular,50,5.161325021821749,0.0007872397669159406,0.84472063655686
regular,50,1.009841646168129,5.785413111795835,0.369675781108594
regular,50,5.224943918695706,1.042312422162411,0.58759361896323
regular,50,4.871095452332674,0.7712716270039817,0.7143546888289074
regular,50,4.729610869297948,0.6684561903756803,0.761247490933967
regular,50,5.042047608631119,1.5717242901536685,0.6939629218475598
regular,50,7.259279715137369,3.269535547806737,0.4688181431554569
regular,50,4.846883820547538,0.37303967671634697,0.833055467169685
regular,50,0.707464517069786,4.818481616287759,0.17963477126578692
regular,50,2.5284913035331904,7.123545532790208,0.8016326574204122
regular,50,4.59968764547792,0.16827784791456457,0.8917528128990283
regular,50,0.2878159379027389,4.825595891538268,0.09819689277380464
regular,50,4.77226085223419,1.3327407940822573,0.9324728891509985
regular,50,0.963377967933313,4.774695261042274,0.36068769806381357
regular,50,6.009394400826669,1.0397624575145326,0.6761542063507329
regular,50,5.08050806950701,0.30392776038680497,0.8198485079662554
regular,50,0.9828351627293688,4.907851239305659,0.20072560823569535
regular,50,3.128970104355268e-05,4.6287264945734785,0.131511466543033
regular,50,1.8380423751116397,5.341501645409416,0.2230657145167819
regular,50,4.596422391205829,1.0028885422460745,0.6726279922070649
regular,50,4.9863665483271316,1.286731399562174,0.6468931405943548
regular,50,6.119969844887589,2.026122456192096,0.49192784991665917
regular,50,0.8828893933757789,5.062534699903758,0.23986119069432746
regular,50,1.2600283679477182,4.579761743973665,0.34935388255848926
regular,50,5.532806181683955,1.5762543272013922,0.6328100236982861
regular,50,4.649477544675761,1.4140357114306137,0.7745354167149117
regular,50,4.790426558277369,0.8625148980131244,0.6205549698698916
regular,50,5.211971680200729,0.2776389549696988,0.7300604247075043
regular,50,4.43429083207557,0.31680848390788013,0.7633770470177881
regular,50,1.2856657936054021,4.642336762515099,0.25094409619442276
regular,50,4.911006165488805,0.6929728480202973,0.7603133760698765
regular,50,0.5404581542902028,4.665385556118611,0.20494555994946403
regular,50,1.1182272871835226,5.224017102916322,0.2591504072710104
regular,50,0.7546363909583549,4.951086802352404,0.29812977152202225
regular,50,0.707721436018923,4.688133336103101,0.21810138194108525
regular,50,4.803873380157477,1.071401683675626,0.6881762341950188
regular,50,0.8860857765021727,5.342562244274307,0.3102366307266674
regular,50,4.300260444356269,0.9532088326024909,0.8445615709870496
regular,50,1.988191931009693,5.758268190130107,0.4769845665004285
regular,50,0.35644384684157565,5.602034568037917,0.20246233922643936
regular,50,4.691723032510258,1.3279358333301858,0.6932852848831397
regular,50,5.63800978544223,1.1840520460321273,0.5603887822919587
regular,50,5.223542155109011,1.9956845761481101,0.49082569013528343
regular,50,5.003245720024311,0.4879021828769912,0.8043901393641635
regular,50,3.8980466296986847,0.0023409673757868238,0.9388951193102344
regular,50,5.371187691038007,1.137054051398956,0.7753524635752655
regular,50,5.204732467109862,1.1876577277275178,0.7498845472652702
regular,50,4.618212589887196,0.4546318832345925,0.8275012205864942
regular,50,1.042567618554124,5.383955410621346,0.4155250571989017
regular,50,0.9203731295785397,4.833463729521073,0.2845484153976458
regular,50,0.7781838543082248,4.055502685609222,0.1694991284655401
regular,50,1.3465912232617583,6.0296980530012805,0.30955903969457677
regular,50,4.03467882983334,0.29856233795695863,0.8301233831403934
regular,50,4.703445722870211,0.42190011524562016,0.7749771201421973
regular,50,4.574575793213714,0.8138551116322029,0.7780808882454027
regular,50,2.8132856924701604,6.647538166225044,0.6644158629779118
regular,50,5.8072218018996,1.2365975210879212,0.8408922376418881
regular,50,4.613710866235195,0.6637077586434692,0.7636176881884866
regular,50,4.918729285060025,0.9507166542521576,0.602136023256911
regular,50,1.2071574752821101,4.451695368013575,0.0960677231453658
regular,50,1.1265115564140944,4.703659800683182,0.22466494140149698
regular,50,5.859792756127788,1.1390302022483647,0.7882137165941168
regular,50,1.198673930303516,5.0267821803586,0.294344388077946
regular,50,5.803836572365867,1.1453454290923641,0.7544620055750287
regular,50,5.197709389391674,0.9719469935425072,0.7355011274439933
regular,50,6.435627252115594,1.8186543266985826,0.5894220558063206
regular,50,5.630758440388056,1.7417595529817838,0.6012448228232026
regular,50,6.195345050550233,0.7250394527558659,0.6900822046881995
regular,50,4.824711836391089,0.2229527544543593,0.8033986959590408
regular,50,0.993643342040668,4.850858041164293,0.2620694257423535
regular,50,0.10181837893124115,4.292720389850197,0.07461887417921874
regular,50,5.391433879524247,0.7779999830081196,0.6853896875773358
regular,50,0.491262041338628,4.918240056840609,0.19386589538852486
regular,50,5.282166482783786,1.1152444685448777,0.7306965479677328
regular,50,0.2358895107255995,4.973662443260855,0.20128918309103838
regular,50,5.171623286609067,0.7446374541600165,0.6540257085571561
regular,50,5.320027565553174,1.3293351077785203,0.7093167218904047
regular,50,1.9203270423410443,6.92179177068691,0.6161778475055152
regular,50,0.0017179783168265593,4.4023857516061815,0.06871360602169667
regular,50,2.1793726670209215,5.617932774031694,0.5926703941794174
regular,50,1.671459197290413,5.177660326025857,0.31306256707005947
regular,50,6.50646199074044,2.083598726765574,0.550865158568075
regular,50,1.1759032640275193,4.992328408070851,0.29669870764743966
regular,50,5.089316586071775,0.1795302786086833,0.7659131143193006
regular,50,4.732543530682378,1.3313583644611133,0.7728604904093832
regular,50,5.017766703366172,0.3777610007210409,0.9185848622662641
regular,50,0.16808848442159152,4.6480947023996215,0.20269942902210375
regular,50,1.3632013912211862,5.464412680001996,0.3131788609661762
regular,50,0.6916826307878059,5.286591083070665,0.2930615695730884
regular,50,1.1047626686824692,5.1276549847206905,0.24053713316235245
regular,50,5.001988848654662,0.4585224590435255,0.8190833213745828
regular,50,5.004399529178365,1.22943144834526,0.6915471855006011
regular,50,0.1965474809161522,4.782712935393137,0.16194638914915427
regular,50,4.363729748649478,0.48048892176590474,0.7930260356027165
regular,50,5.578275536745667,1.7562792906535392,0.6864791434657043
regular,50,1.0824064005986795,5.315949238332685,0.32028711892247047
regular,50,0.994152137574361,5.053001730288166,0.28899857052940964
regular,50,1.319915898047066,4.520495663680448,0.21261637375432835
regular,50,5.280402160886236,1.0258765407650927,0.6802458646735094
regular,50,1.3885133874370117,5.521697766263111,0.3923603734135142
regular,50,0.32626446503966056,4.664086311152684,0.3559589042450622
regular,50,0.5075858713072998,5.031573287259237,0.17939335648847446
regular,50,1.3393647368236727,5.989402407272967,0.4794374939026153
regular,50,4.869375737544098,0.48069961382315957,0.8474766151172335
regular,50,4.390802050295293,0.6609027603689155,0.7182760260757511
regular,50,0.736605647144409,4.927697498056049,0.16408552294230005
regular,50,1.2677848882829943,5.340005873406312,0.27994695709564743
regular,50,5.4672361867487655,1.854792941109985,0.7267123330060248
regular,50,0.4383718627159818,5.2035008041949276,0.0888749936037378
regular,50,0.8367565295853251,5.133609348552024,0.3103688687369865
regular,50,5.980590854477043,1.4843927420394503,0.5817375463783803
regular,50,4.931605879122959,0.31171412732079906,0.8979184135777659
regular,50,0.5420356395333045,4.687088629862827,0.15611106332596836
regular,50,5.185177657629647,1.4106181846050265,0.6436199595626633
regular,50,1.2625108181934297,4.538657122556381,0.2743031107492391
regular,50,5.347258275897714,1.1689801738137675,0.6296899732150407
regular,50,5.5640443766214345,1.6639772843593963,0.55794494406467
regular,50,0.19072859576514123,5.463350842237157,0.20926036242695428
regular,50,2.2343804179505105,5.7112920600652775,0.43466507510845503
regular,50,4.703434388215035,1.41928476088625,0.7188208537970524
regular,50,1.2760761508486655,4.350623853928653,0.27016131611702077
regular,50,5.223109758081723,3.0139447689996532,0.6455177580887189
regular,50,5.389291037068409,1.0465197427692519,0.855094594114479
regular,50,0.4449687194404775,5.228623701694092,0.17321978795881332
regular,50,1.0686566833608575,5.225182308752063,0.24664404869525472
regular,50,5.253015290476154,1.4925306254843806,0.7040234465419394
regular,50,0.3474404295769442,4.304666737423417,0.09720615084881322
regular,50,1.4200856416224832,5.853452950460451,0.4631813263852218
regular,50,4.858786683912871,1.3714584800904144,0.5931594042804057
regular,50,0.04826807571671146,4.216242807657401,0.13345637712117386
regular,250,4.953891146188554,0.9842581291294836,0.7768329862278125
regular,250,5.487663855612641,1.3087249494135063,0.6909110459364335
regular,250,4.858106919449359,0.7655380418995941,0.7854386949316087
regular,250,4.57722192056185,0.5432209890908918,0.7666778127840826
regular,250,0.7413183324181364,5.369395359396241,0.21637396127136224
regular,250,1.4654190070634474,5.40435508108365,0.3778571302287192
regular,250,4.930863705261063,1.04585000855524,0.7902546119845069
regular,250,5.001092578280523,1.0224914641119978,0.7111817582847421
regular,250,5.044658668673674,0.762911635028104,0.7831122059812589
regular,250,4.964903606100991,0.769093837098113,0.8129315556916877
regular,250,1.2458099010190082,5.4228198453572345,0.3310549564842647
regular,250,0.6738439035003853,4.781703195965122,0.1523185560695523
regular,250,5.169492295994947,0.9488726341962943,0.749446199673845
regular,250,5.275837805308195,1.024747629586422,0.7732727922797934
regular,250,1.0228766246213545,5.085586871181535,0.22388671994308879
regular,250,0.5253854515024241,4.465623708289383,0.1374596339082923
regular,250,1.1674756982547325,5.004650668876652,0.2159533185796701
regular,250,4.8702062946736495,0.8367111104873959,0.8130142072238994
regular,250,5.225426804059681,0.7917826562080617,0.7587928195414859
regular,250,0.9318222213881836,4.885151942249726,0.21681772145808467
regular,250,5.162911408320829,0.6536898843548551,0.7367813042644851
regular,250,0.8636776594582528,5.166389773371826,0.212514746318952
regular,250,4.999516486390623,1.0466064403546098,0.7471441356493939
regular,250,0.566044583524545,4.668093295901403,0.1726194264258533
regular,250,1.7010658120906763,5.331033202501238,0.2928492430288765
regular,250,1.3862141281502183,5.053563948781116,0.3309103325660775
regular,250,0.6855334617391053,5.157255234406838,0.22838076390373835
regular,250,1.223119461496071,5.0820449062375115,0.3280822406047656
regular,250,5.453806811314139,1.4993288370585158,0.6930551088623472
regular,250,1.3661707234991949,5.70753251230592,0.31315807768225734
regular,250,5.0716055310478785,1.2164260873319999,0.713734328801009
regular,250,1.01690542900677,5.07764094865462,0.23878456106363394
regular,250,1.3002873188472917,5.059127840727997,0.34349098697116043
regular,250,4.720096163882592,0.8784963077333251,0.7865222317285703
regular,250,4.856182741530314,1.0169554933645792,0.7613627216341409
regular,250,0.9218905299577166,4.816920787080459,0.23130007409646403
regular,250,5.11966728368973,1.0966629034581694,0.7604607918338235
regular,250,0.7762097203517478,4.905688202214457,0.1999497529387799
regular,250,0.7705255693252061,4.705715402688747,0.1651039543709667
regular,250,0.6150743380515655,4.917498037146536,0.15467979996635997
regular,250,5.026468861829274,1.0559980803996745,0.7273701479199605
regular,250,0.7892599536358471,5.0246435070483075,0.21170302423398749
regular,250,0.7880474637804264,5.308098739355781,0.2601958844385177
regular,250,0.9605255201554382,5.237835628080876,0.25853529442063816
regular,250,1.0816024834008064,4.979632439246161,0.25747171022663606
regular,250,0.7752456252212486,4.781909195943466,0.18916217510292466
regular,250,0.7188027434472015,4.941054921816384,0.22666929434471714
regular,250,4.85840162549646,0.9947759138468746,0.7457306429723953
regular,250,1.36476969773002,5.0015718424232976,0.2753990463530612
regular,250,1.0067580617673675,5.116309905963372,0.3251716869932336
regular,250,1.0731773854341928,5.101588320823686,0.24267343538257122
regular,250,1.3513495984828978,5.235617805723909,0.4087302217607657
regular,250,1.1564026535398364,5.036649448668995,0.24448172983734637
regular,250,4.7768510250362395,0.9625109834242406,0.794236744371497
regular,250,4.850748340778638,0.6168211670484529,0.7763900270527019
regular,250,5.172252757050846,1.3620031689320138,0.6734458653494272
regular,250,5.218125154959375,1.043541842845471,0.7513224488904281
regular,250,1.0093627188505208,5.0100566466276995,0.18148267768914406
regular,250,4.671029860677792,0.6665406079383307,0.7705001055879769
regular,250,1.1775503474602846,4.705849872506634,0.21932658126479998
regular,250,4.871481007032582,0.6633918640526071,0.835678146650927
regular,250,5.167051658490345,1.0407700069021848,0.6987477435012447
regular,250,0.8931549047360465,4.627239850946447,0.23974812138513266
regular,250,5.262828303502028,1.6126871760597445,0.6737582844265374
regular,250,5.41204803676346,0.9641243337935981,0.7104158877762592
regular,250,4.587471485739228,0.8144048674283291,0.7711486244242933
regular,250,1.0925383797932853,5.209228198004437,0.25390015866160837
regular,250,5.123600222536915,1.0720582638895082,0.7572281781661989
regular,250,5.194999630109172,0.9048378607641844,0.7736682945040964
regular,250,5.197948501224322,1.3034845176227512,0.6903428799695637
regular,250,4.511291028192358,0.9551122836871622,0.7651155669599009
regular,250,5.539608977742994,1.3002159810830238,0.5764466801833007
regular,250,1.3416409105495142,5.355032691383298,0.3147045592246919
regular,250,1.5398826531940712,5.110375628837803,0.30426488337844654
regular,250,1.7692441248270003,5.3193434604328615,0.3209328395421991
regular,250,0.6667353421821042,4.9655794700832585,0.21530891619816833
regular,250,0.9003314064696067,4.97975216336518,0.18722073766825492
regular,250,0.653610242100154,4.947774580213119,0.2030137907102575
regular,250,4.501254043229281,0.4818831921908623,0.860362712466732
regular,250,1.0306161486136467,4.934884298558086,0.22408407029382377
regular,250,1.314909499011686,5.09038886912644,0.34072199660498664
regular,250,1.3822268336613044,5.43828069313559,0.3585457056342157
regular,250,0.7010401756811682,4.85110188254567,0.18002187324345326
regular,250,5.100163353504953,1.0422827172276763,0.7357824318636049
regular,250,0.3901346091998155,4.54346002838986,0.1828558929865802
regular,250,0.9463409186702662,4.97185640395294,0.2086332562931292
regular,250,5.21263932101502,0.9444398423897545,0.7608735659787499
regular,250,1.3025959675418168,4.985445063401558,0.24585451095985983
regular,250,0.8039022521747997,5.022157269249854,0.2432658208420493
regular,250,4.851608020053995,0.8807507444441774,0.7432272304731947
regular,250,4.804009341092431,0.6949395461393749,0.8364570633680082
regular,250,5.210761117254389,1.7632738672951294,0.6940493058337331
regular,250,0.8182025864544854,4.92934190157066,0.20075746363933167
regular,250,1.0309662122688377,5.229053073024424,0.23178488328116514
regular,250,1.0211529094292071,5.423578256559367,0.3088248293513124
regular,250,5.076758657973361,1.036568027162357,0.7225975800680511
regular,250,4.912656680422821,1.0036444233790502,0.7788043056491407
regular,250,0.552282005970154,5.007295360970471,0.16953829333030557
regular,250,0.37644182560674866,4.879007690559812,0.16324196305065572
regular,250,4.618295777887787,0.7110173673317142,0.8438054026969286
regular,250,0.3414565517747333,4.381762987194342,0.16874041563224604
regular,250,5.2650563557399215,1.2226377684669614,0.6860650800153689
regular,250,1.2712280564684106,5.093843049159684,0.281964846373618
regular,250,5.143883864073748,0.8249931020770117,0.7295870795459062
regular,250,1.455770018985205,5.615790166585396,0.3441786615892615
regular,250,1.0522020311331473,4.997803265143029,0.23261429898993446
regular,250,1.26967973583406,5.2751802916161115,0.27341908367362217
regular,250,0.9356198706551364,4.837589338383909,0.2228590832336966
regular,250,0.9962676649517731,4.906484395087825,0.23489347483198628
regular,250,0.9497743816653018,5.3716598476306805,0.31381632525566366
regular,250,0.8093385774912456,4.956410362234771,0.24605563038207165
regular,250,4.786744780201476,0.5725293786393062,0.8873468166754138
regular,250,1.3184461181365994,5.1170742537820075,0.26037669876152764
regular,250,4.842006159356061,0.9027056071133991,0.7821932731516024
regular,250,0.9363489771943894,5.142969776307509,0.28216704880025284
regular,250,0.991322005739541,4.806453307166677,0.20194673427844356
regular,250,5.0810391704930975,1.0772014207936407,0.7639666665903134
regular,250,5.025988546593352,1.0774036214437608,0.7746056971132157
regular,250,4.757208723244102,1.0144567033207506,0.828679880518177
regular,250,5.155245938521784,1.2882652463693574,0.7157353434030402
regular,250,1.2734825484921968,5.1284435276728795,0.2896121474905729
regular,250,4.939851183698803,1.2059693392391766,0.7568612983707882
regular,250,0.5398133092949547,4.9378802512860345,0.2268906463789016
regular,250,0.9288746185849128,4.975426690772734,0.18668404046121742
regular,250,4.913109430313352,1.1016992513701682,0.6617762534624941
regular,250,0.990450388979884,4.755508461012746,0.250595991605336
regular,250,5.318167107562232,0.9218569081765099,0.7729534399775289
regular,250,4.705438088756739,1.430451083090786,0.6771168597227116
regular,250,5.193783805747372,1.0224754213573715,0.6802480941618461
regular,250,0.8383126289904512,5.347586279330829,0.24030173445983607
regular,250,1.0115298463913778,4.91235417116073,0.2943875641537966
regular,250,0.9616549053846782,5.255924701245396,0.24775450817527161
regular,250,0.9203138173662074,5.215465062158366,0.261565890961479
regular,250,0.9928121685697392,4.838085819815928,0.23563623866464767
regular,250,0.4637473277486532,4.81310367027732,0.18142998828616208
regular,250,0.9473016031829185,5.007459370630899,0.19690352356268154
regular,250,0.9073720646271258,5.260671967149361,0.24732317810807317
regular,250,0.888813975562213,4.747103816767974,0.27035392873491093
regular,250,4.936993553295625,0.8380823515344362,0.6845519481514837
regular,250,5.298234291227396,1.4230082036609735,0.6815065074041979
regular,250,4.936266295308886,0.917279140549894,0.7560912096600938
regular,250,1.1013009048652564,5.179832069594211,0.33046996949544793
regular,250,4.8496061826483166,0.8608973708993105,0.7438754667577872
regular,250,4.801536569670978,1.0515685394997312,0.7105211135302911
regular,250,5.289392046697911,1.1337227738539575,0.7397790883493822
regular,250,5.081440090424824,1.1323881601607344,0.6967778313452696
regular,250,4.8079395219565955,0.9886699139705709,0.7413276297931849
regular,250,5.020686567910961,1.0808433341765213,0.7957567039670678
regular,250,5.008113449569364,0.9584603723781737,0.7362456908752788
regular,250,0.5394238508166691,5.01385120096335,0.2096025094546694
regular,250,4.5209960260498505,0.6868580071938865,0.8046507396535142
